Field,Source,Works
Physics and Astronomy,Evidence-Based Ophthalmology,1
Physics and Astronomy,Resource and Energy Economics,1
Physics and Astronomy,Journal of Gastrointestinal and Liver Diseases,1
Physics and Astronomy,Zeitschrift für Orthopädie und ihre Grenzgebiete,1
Physics and Astronomy,Methods in environmental geology,1
Physics and Astronomy,Rajshahi University Journal of Science and Engineering,1
Physics and Astronomy,Biomedical Engineering Research,1
Physics and Astronomy,Revista de História da Sociedade e da Cultura,1
Physics and Astronomy,International review of social psychology,1
Physics and Astronomy,International Journal of Filologia,1
Physics and Astronomy,Applied Mathematics and Control Sciences,1
Physics and Astronomy,Advances in biological sciences research/Advances in Biological Sciences Research,1
Physics and Astronomy,Scientific Notes of V I Vernadsky Crimean Federal University Philological sciences,1
Physics and Astronomy,Science and Technology of Kazakhstan,1
Physics and Astronomy,Radiocirugía,1
Physics and Astronomy,Journal of Biotechnology and Biomedicine,1
Physics and Astronomy,Teacher Education and Curriculum Studies,1
Physics and Astronomy,Zebrafish,1
Physics and Astronomy,LIVE,1
Physics and Astronomy,American Journal of Information Science and Technology,1
Physics and Astronomy,Humanist Studies & the Digital Age,1
Physics and Astronomy,Journal of Volgograd State Medical University,1
Physics and Astronomy,Proceedings of the Prehistoric Society of East Anglia,1
Physics and Astronomy,Global Epidemiology,1
Physics and Astronomy,European Medical Journal,1
Physics and Astronomy,Annales de Génétique et de Sélection Animale,1
Physics and Astronomy,Journal La Bisecoman,1
Physics and Astronomy,Zoologica scientific contributions of the New York Zoological Society,1
Physics and Astronomy,International Journal of Advances in Medicine,1
Physics and Astronomy,Bastina,1
Physics and Astronomy,Research in Economics and Management,1
Physics and Astronomy,Journal of look to the past,1
Physics and Astronomy,International Journal of Hydraulic Engineering,1
Physics and Astronomy,Journal of Digital Science,1
Physics and Astronomy,Scholarly Journal of Otolaryngology,1
Physics and Astronomy,Samara Journal of Science,1
Physics and Astronomy,Hydrobiology,1
Physics and Astronomy,Revista de Saúde Pública,1
Physics and Astronomy,Middle Eastern Studies,1
Physics and Astronomy,Transaction of The Visualization Society of Japan,1
Physics and Astronomy,Politics of the Low Countries,1
Physics and Astronomy,Russian Foundation for Basic Research Journal Humanities and social sciences,1
Physics and Astronomy,Journal of Advanced Manufacturing Science and Technology,1
Physics and Astronomy,Siriraj Medical Journal/San Sirirat,1
Physics and Astronomy,Journal of Studies in Science and Engineering,1
Physics and Astronomy,Manuscripta Orientalia International Journal for Oriental Manuscript Research,1
Physics and Astronomy,International Journal of Fuzzy Computation and Modelling,1
Physics and Astronomy,Edition: Angewandte,1
Physics and Astronomy,Scientific Technical Review,1
Physics and Astronomy,International Journal of Advanced Networking and Applications,1
Physics and Astronomy,Prace i Studia Geograficzne,1
Physics and Astronomy,HNO-Praxis heute,1
Physics and Astronomy,Four Carbon-Heteroatom Bonds,1
Physics and Astronomy,Revista AntHropológicas,1
Physics and Astronomy,Jurnal Fokus Elektroda Energi Listrik Telekomunikasi Komputer Elektronika dan Kendali),1
Physics and Astronomy,Advances in Cardiovascular Diseases,1
Physics and Astronomy,Zhongguo nankexue zazhi,1
Physics and Astronomy,T'u Jang T'ung Pao,1
Physics and Astronomy,Asian Journal of Science Education,1
Physics and Astronomy,Cultural Science Journal,1
Physics and Astronomy,Formación universitaria,1
Physics and Astronomy,Revista SODEBRAS,1
Physics and Astronomy,Series on environmental science and management,1
Physics and Astronomy,Grow: Plant Health Exchange,1
Physics and Astronomy,"UTTARPARA JAYKRISHNA PUBLIC LIBRARY, HOOGHLY",1
Physics and Astronomy,International Encyclopedia of Ethics,1
Physics and Astronomy,Encyclopedia of Tourism Management and Marketing,1
Physics and Astronomy,REVISTA PRAXIS,1
Physics and Astronomy,Hesperia Supplements,1
Physics and Astronomy,International journal of statistics and systems,1
Physics and Astronomy,World Journal of Experimental Medicine,1
Physics and Astronomy,International Journal of Genetic Engineering,1
Physics and Astronomy,Linguistic approaches to literature,1
Physics and Astronomy,Laennec,1
Physics and Astronomy,Bohemica litteraria,1
Physics and Astronomy,South Asian Review,1
Physics and Astronomy,Papers Revista de Sociologia,1
Physics and Astronomy,Korea Association of Local Administration,1
Physics and Astronomy,Revista Eletrônica de Iniciação Científica em Computação,1
Physics and Astronomy,Europe Asia Pacific studies in economy and technology,1
Physics and Astronomy,Sciences Géologiques Bulletin,1
Physics and Astronomy,Communicable disease report. CDR weekly,1
Physics and Astronomy,2,1
Physics and Astronomy,Studi medievali,1
Physics and Astronomy,Journal of Viral Hepatitis,1
Physics and Astronomy,IET Software,1
Physics and Astronomy,International Journal of Artificial Intelligence and Soft Computing,1
Physics and Astronomy,Outlook on Agriculture,1
Physics and Astronomy,Mountain Research and Development,1
Physics and Astronomy,United European Gastroenterology Journal,1
Physics and Astronomy,Cloud of science,1
Physics and Astronomy,Clinical geriatrics,1
Physics and Astronomy,Market and Demographic Analysis,1
Physics and Astronomy,International Review of Applied Sciences and Engineering,1
Physics and Astronomy,Learned Journal of Heilongjiang Financial College,1
Physics and Astronomy,Journal of Business & Economics Research (JBER),1
Physics and Astronomy,Landscape History,1
Physics and Astronomy,The Encyclopedia of Medieval Literature in Britain,1
Physics and Astronomy,The SAGE International Encyclopedia of Mass Media and Society,1
Physics and Astronomy,The SAGE Encyclopedia of Economics and Society,1
Physics and Astronomy,The Encyclopedia of Greek Tragedy,1
Physics and Astronomy,Hans Journal of Biomedicine,1
Physics and Astronomy,Nuclear Medicine Radiology & Radiation Therapy,1
Physics and Astronomy,AsiaIntervention,1
Physics and Astronomy,Journal of Ayurveda and Integrated Medical Sciences,1
Physics and Astronomy,Tradición segunda época,1
Physics and Astronomy,American Journal of Cancer Prevention,1
Physics and Astronomy,Central Asian Problems of Modern Science and Education,1
Physics and Astronomy,Scientia,1
Physics and Astronomy,Университетский научный журнал,1
Physics and Astronomy,The Open Crystallography Journal,1
Physics and Astronomy,Maǧallaẗ Rūḥ Al-Qawānīn /Maǧallaẗ Rūḥ Al-Qawānīn,1
Physics and Astronomy,Sapienza International Journal of Interdisciplinary Studies,1
Physics and Astronomy,NA,1
Physics and Astronomy,History of Afghanistan,1
Physics and Astronomy,Encyclopedia of Social Problems,1
Physics and Astronomy,"Revista de enfermeria (Barcelona, Spain)",1
Physics and Astronomy,Foreign Language Science and Technology Journal Database Natural Science,1
Physics and Astronomy,Zhonghua er ke za zhi = Chinese journal of pediatrics,1
Physics and Astronomy,Religion in education,1
Physics and Astronomy,RESEARCH HUB International Multidisciplinary Research Journal,1
Physics and Astronomy,Universal Journal of Biomedical Engineering,1
Physics and Astronomy,Maǧallaẗ al-rāfidayn li-l-ʻulūm al-riyāḍiyyaẗ,1
Physics and Astronomy,The Eastbournian,1
Physics and Astronomy,"Science Reports of Niigata University, Series A: Mathematics",1
Physics and Astronomy,MOCT-MOST Economic Policy in Transitional Economics,1
Physics and Astronomy,Widok Teorie i Praktyki Kultury Wizualnej,1
Physics and Astronomy,USA & Canada Economics – Politics – Culture,1
Physics and Astronomy,Rail Vehicles,1
Physics and Astronomy,Revista Cartográfica,1
Physics and Astronomy,American Journal of Mechanical and Industrial Engineering,1
Physics and Astronomy,Environmental Science Advances,1
Physics and Astronomy,Global Clinical Engineering Journal,1
Physics and Astronomy,1,1
Physics and Astronomy,Journal of Ect,1
Physics and Astronomy,Latin American Journal of Aquatic Research,1
Physics and Astronomy,Korean Circulation Journal,1
Physics and Astronomy,Comparative drama,1
Physics and Astronomy,Online Journal of Neurology and Brain Disorders,1
Physics and Astronomy,International Journal of Advanced Corporate Learning (iJAC),1
Physics and Astronomy,ZDM,1
Physics and Astronomy,Andrology & Gynecology Current Research,1
Physics and Astronomy,Recent Patents on Endocrine Metabolic & Immune Drug Discovery,1
Physics and Astronomy,International Journal of Emerging Sciences,1
Physics and Astronomy,NURSA Molecules,1
Physics and Astronomy,Statistical bulletin (Metropolitan Life Insurance Company),1
Physics and Astronomy,Series in Mathematical Biology and Medicine,1
Physics and Astronomy,Advances in environmental microbiology,1
Physics and Astronomy,Annual Review of Pharmacology,1
Physics and Astronomy,Journal of Pharmacy and Pharmacology,1
Physics and Astronomy,Learning & Education,1
Physics and Astronomy,Journal of Current Pharma Research,1
Physics and Astronomy,SpringerBriefs on case studies of sustainable development,1
Physics and Astronomy,Journal of Encapsulation and Adsorption Sciences,1
Physics and Astronomy,Человек и его здоровье,1
Physics and Astronomy,Habitation,1
Physics and Astronomy,Diálogos,1
Physics and Astronomy,Digital Finance,1
Physics and Astronomy,Korean Ancient Historical Society,1
Physics and Astronomy,Journal of Historical Archaeology & Anthropological Sciences,1
Physics and Astronomy,Encyclopedia of Slavic Languages and Linguistics Online,1
Physics and Astronomy,Encyclopedia of Chinese Language and Linguistics,1
Physics and Astronomy,Encyclopedia of Human Services and Diversity,1
Physics and Astronomy,Proceedings of Peter the Great St Petersburg Polytechnic University,1
Physics and Astronomy,"OECD factbook ... Economy, environmental and social statistics",1
Physics and Astronomy,Simetris Jurnal Teknik Mesin Elektro dan Ilmu Komputer,1
Physics and Astronomy,International Journal of Development Research,1
Physics and Astronomy,İstanbul Medical Journal,1
Physics and Astronomy,Informační Bulletin České statistické společnosti,1
Physics and Astronomy,Mathematische Operationsforschung und Statistik Series Optimization,1
Physics and Astronomy,Journal of Information Communication Technologies and Robotic Applications,1
Physics and Astronomy,INMATERIAL Diseño Arte y Sociedad,1
Physics and Astronomy,Welding Technology Review,1
Physics and Astronomy,Research Result Business and Service Technologies,1
Physics and Astronomy,Res Anthropology and Aesthetics,1
Physics and Astronomy,Journal of Gandhara Medical and Dental Science,1
Physics and Astronomy,Pädiatrie,1
Physics and Astronomy,EAI Endorsed Transactions on Smart Cities,1
Physics and Astronomy,Aquatic Biology,1
Physics and Astronomy,"Journal de gynécologie, obstétrique et biologie de la reproduction. Supplément/Journal de gynécologie obstétrique et biologie de la reproduction",1
Physics and Astronomy,Journal of convex analysis,1
Physics and Astronomy,Translational Psychiatry,1
Physics and Astronomy,Encyclopedia of Sports Medicine,1
Physics and Astronomy,Journal of Extreme Anthropology,1
Physics and Astronomy,Freshman English news,1
Physics and Astronomy,International Journal of Philosophy and Theology (IJPT),1
Physics and Astronomy,Australian Antarctic magazine,1
Physics and Astronomy,Hikaku shakai bunka,1
Physics and Astronomy,Neural Parallel & Scientific Comp,1
Physics and Astronomy,International Bibliography of Military History,1
Physics and Astronomy,"Studies in mechanobiology, tissue engineering and biomaterials",1
Physics and Astronomy,Nursing Outlook,1
Physics and Astronomy,Encyclopedia of Research Design,1
Physics and Astronomy,Journal of Comprehensive Pharmacy,1
Physics and Astronomy,International Journal on Studies in English Language and Literature,1
Physics and Astronomy,Endocrinology & Metabolic Syndrome,1
Physics and Astronomy,South Asian Journal of Social Sciences and Humanities,1
Physics and Astronomy,ESAM Ekonomik ve Sosyal Araştırmalar Dergisi,1
Physics and Astronomy,Chinese Journal of Medical Research,1
Physics and Astronomy,Jurnal Syntax Admiration,1
Physics and Astronomy,De neuroloog,1
Physics and Astronomy,International Review of Social Psychology,1
Physics and Astronomy,Bulletin of the American Association of University Professors,1
Physics and Astronomy,International Journal of Mechanical Systems Engineering,1
Physics and Astronomy,Construction of Oil and Gas Wells on Land and Sea,1
Physics and Astronomy,PUPIL International Journal of Teaching Education and Learning,1
Physics and Astronomy,CIS Iron and Steel Review,1
Physics and Astronomy,Oceanography Open Access,1
Physics and Astronomy,Seikei ronsō/Review of economics and political science,1
Physics and Astronomy,Вестник антропологии (Herald of Anthropology),1
